Index,DocID,PairID,Score,Text
3227,nmt_r,nmt_r_1,0.438,"in the case of a negative answer to the second question:
If the answer to Question 1 is in the affirmative:"
3228,w_pp,w_pp_344,0.438,"Using William , Xana is easily able to overpower the other Lyoko warriors and destroy Lyoko 's core .
Then XANA made replikas of Lyoko and , using the Skidblanir , the lyoko warriors destroy the replicas one by one ."
3229,gr,gr_827,0.438,"Ender's game was a disappointment, and so was this.
ENDER'S GAME was excellent and so is ENCHANTMENT."
3230,stance,stance_523,0.438,"@WSJ . Clinton Foundation to keep accepting bribes from foreign governments #WhyImNotVotingForHillary
@HillaryClinton will pick @SenWarren for VP -Mark my tweet. #UnstoppableTicket #ElizabethWarren"
3231,snli,snli_137,0.438,"Boy in black swim trunks playing in spray of water.
A little girl is getting splashed by water."
3232,gr,gr_645,0.438,"Dreams she remembers, and some are terrifying!
She finds herself inside the dreams of other's."
3233,snli,snli_580,0.438,"Person in green jacket and backpack biking through snow
A snowboard rider jumping high on his snowboard in the snow."
3234,snli,snli_40,0.438,"An Asian man in a suit is standing in a subway train.
A man in front of an Asian shop of some sort working on a bicycle."
3235,gr,gr_533,0.438,"I wish we could see a little more interaction with Creel and Luka, but I know that's not the focus of the story...
I'm still not over how smooth Luka was in the end with the proposal."
3236,w_r,w_r_30,0.438,"Koror won Immunity again , and Ulong faced their third successive Tribal Council .
Ian was voted out outside Tribal Council by being verbally eliminated by Tom after winning the Final Immunity Challenge ."
3237,w_r,w_r_253,0.438,"Hill Auditorium is the largest performance venue on the University of Michigan campus in Ann Arbor in the United States .
The Ann Arbor campus is divided into four main areas : the North , Central , Medical , and South Campuses ."
3238,f_r,f_r_606,0.438,"You men on here may want to reconsider your questions and answers!
If the answers to all the questions are no, then I run."
3239,nmt_r,nmt_r_43,0.438,"making a balanced decision depends on knowledge.
it was a very difficult decision making."
3240,stance,stance_670,0.438,"@realDonaldTrump Go get 'em Mr. Trump!!!
Trump's comments show he cannot be taken seriously. The fact he's polling high shows the party should not be taken seriously."
3241,nmt_r,nmt_r_13,0.438,"Brinddt, go instead of Farr to the machine gun.
The weapon was an Uzi machine gun."
3242,gr,gr_649,0.438,"Abby Cooper, Psychic Eye was a really fun, extremely quick read.
Not to mention, the psychic ability itself was just plain cool!"
3243,gr,gr_853,0.438,"Jasper's story was one of my favorite parts of the book.
As Rosalie's story is dark, Jasper's is equally so."
3244,stance,stance_469,0.438,"My body, my life. You fuck it up in a way I'm not prepared for and I will kill you.
RT @rxchelredekop: Consenting to sex is not consenting to being pregnant!!! Like!!! No!!!!"
3245,w_r,w_r_154,0.438,"Among other things , it explains how the layout of books can be improved and how books are stored on Wikipedia .
Newcomers ' ideas of how things should be handled within Wikipedia will largely be out of context ."
3246,w_pp,w_pp_362,0.438,"They also have won two Greek Cups and played in an additional two Cup finals .
It has won three titles totally , one Greek championship and two Greek cups ."
3247,snli,snli_220,0.438,"The two workers enjoy a moment of levity while in the truck.
Two young Snowman builders take delight in their creation."
3248,f_r,f_r_282,0.438,"a good web site is www.wholenote.com
visit the web site www.cosmopolitanmagazine .com"
3249,stance,stance_426,0.438,"Human rights are women's rights and women's rights are human rights. - Hillary Clinton
Republican candidates continuing to spread hatred and alienating the voters. Hillary wins! #LoveWins #MikeHuckabee #Rubio2016"
3250,gr,gr_868,0.438,"Spend a day with Silver Shark by Ilona Andrews.
I love the writing team that is Ilona Andrews."
3251,nmt_pp,nmt_pp_335,0.438,"I'm up for a huge Lubriderm campaign next week.
next week I'm campaigning on lotion on my hands."
3252,gr,gr_997,0.438,"Lana is a woman on the run.
Both Adam and Lana were great characters to root for."
3253,f_r,f_r_558,0.438,"Meaning that it need cared for and about.
Do you understand my meaning?"
3254,w_r,w_r_494,0.438,"Ministries are usually subordinate to the cabinet , and prime minister , president or chancellor .
Shaukat Aziz , was the Prime Minister of Pakistan from 2004 to 2007 ."
3255,nmt_pp,nmt_pp_196,0.438,"Of all the things, a parking ticket did Son of Sam in.
eventually Sam's son leaked a parking ticket."
3256,f_r,f_r_551,0.438,"it's not popular but maybe the tv channel's website that it comes in on
I watch ESPN usually, and some direct TV channels."
3257,snli,snli_117,0.438,"Two young children working together to operate a bicycle.
Scene of two children sitting amongst the contents of a produce stand."
3258,gr,gr_313,0.438,"A very dark and sinister well-written novel about a pack of wolves!
Despite them being wolves their struggles mirror our own in many ways and their emotions are surprisingly human."
3259,sts,sts_106,0.438,"A woman is slicing a garlic.
A woman is slicing a big pepper."
3260,snli,snli_78,0.438,"Three children are running in front of a large group of ducks.
A mother and three children play on a teeter totter at a playground."
3261,f_r,f_r_642,0.438,"an ipod , you wouldn't have buy the cd to listen to a couple of songs
The worst mistake of my life was having to buy the color IPod."
3262,gr,gr_446,0.438,"Very much enjoyed this alternative historical fiction set in North America.
An interesting look at magic and early America."
3263,w_r,w_r_53,0.438,"From north to south the delta is approximately 160 km in length .
These EMUs have a maximum commercial speed of 160 km/h ."
3264,w_pp,w_pp_234,0.438,"Thousands of other Ukrainians were killed at Babi Yar .
Babi Yar is a ravine near Kiev in Ukraine ."
3265,stance,stance_641,0.438,"@politicspizza @RebeccahLouise @ProLifeYouth women being independent and making their own CHOICES
@gvandersee 100,000 (estimated) ozzie abortions of vulnerable, unwanted ""unlife"" right there. Value & Respect life. #deathpenalty"
3266,f_r,f_r_100,0.438,"Here is a list of my favorites.
Here's a list of rhyming words."
3267,gr,gr_476,0.438,"I have not watched any autistic adults on television (other than light Aspberger's cases).
Rikki is also autistic, albeit a high functioning one."
3268,w_r,w_r_47,0.438,"Casaya won their first Immunity Challenge , and back at La Mina , Dan and Terry recruited Nick and Austin to target Misty .
La Mina won camping essentials and the right to choose which member of Casaya would be exiled at the Reward Challenge ."
3269,gr,gr_551,0.438,"Because it has that Neil Gaiman creepy but quirky stamp all over it.
The illustration and art by Chris Riddell is stunning and create a fantastic picture of the interesting world Neil Gaiman creates."
3270,stance,stance_462,0.438,"@ShowTruth No, I can't explain why you would consider a medical procedure that leaves the patient healthy & happy as killing.
RT @rxchelredekop: Consenting to sex is not consenting to being pregnant!!! Like!!! No!!!!"
3271,snli,snli_466,0.438,"A man with a black dog sitting in a yellow kayak on that is floating on calm water.
Three sailboats float on calm water in front of hills and palm trees."
3272,gr,gr_435,0.438,"Ryodan on the other hand chained Dani up for 3 days without food or water or bathrooms.
This new cover totally says that the story is ALL about Dani, right?"
3273,f_r,f_r_17,0.438,"He shoud stay home and grow up
why not stay home and talk!"
3274,stance,stance_672,0.438,"@AsaSoltan putting abortion in with choices for women just won my heart over. Yaaaaaas! #shahs
@LuM1996 @KurtSchlichter #Obama cares more about deserters than unborn babies #ProtectTheUnprotected #AntiAbortion"
3275,stance,stance_507,0.438,"If my only impression of the US was Donald Trump, I think I would hate it.
@realDonaldTrump Now that you're the leader of the GOP, will you show them what Leadership is? #MakeAmericaGreatAgain"
3276,gr,gr_155,0.438,"I don't necessarily miss the love triangle, but I Jacob is such a lovable character!
At the same time I love this ending because at least we know there won't be a reimagining of the other three books, too."
3277,gr,gr_40,0.438,"This feels like pretty generic fantasy to me, as it has nearly every stereotypical fantasy character/event/etc in it, bot overall it wasn't a bad read.
Feist is a master fantasist, and for me this is where it all began."
3278,gr,gr_252,0.438,"I Can't wait to read more about Lana and her adventures !
And if Lana fails at the true goal, the secrets she doesn't know could doom the whole system."
3279,f_r,f_r_101,0.438,"maybe you should be interested in the older sister.
Please with your older sister or commit a similar action."
3280,stance,stance_640,0.438,"@realDonaldTrump you work on the Mexican wall and I will focus on the Canadian wall!! #trueenemy #Christie2016
@realDonaldTrump gonna be on @greta show right now! #greta #TrumpIsRight"
3281,f_r,f_r_319,0.438,"The male in your grade? That is sensational.
The other was a Caucasian male in six grade."
3282,gr,gr_962,0.438,"After his woman died he longed for the death and found Lestat.
A room that contained him and Lestat."
3283,stance,stance_614,0.438,"@Newsmax_Media I bet the @realDonaldTrump does. This man knows how to save our country w/o tiptoeing around, playing games.
@ZekeJMiller @Reince @SharonDay GOP plan to stop Trump? LOL Maybe they can put up loser candidates like Romney, McCain and Jeb!"
3284,f_r,f_r_195,0.438,"get the whole CD and rip the track you want
just bought that last week the whole cd is great."
3285,stance,stance_419,0.438,"people in the government care more about words in a bible than women and their bodies
Bernadette Smyth is an ignorant thunder cunt. Not her life. Not her body. Not her business. #ItsABallOfCellsNotABaby #NewsNI"
3286,nmt_r,nmt_r_84,0.438,"The heroes saving the agony of death.
This is about the cover-up of an accidental death."
3287,snli,snli_562,0.438,"People are walking around a picnic area that is covered in snow.
A woman and a child wearing snow skiing gear sitting on the side of a snow covered mountain."
3288,gr,gr_789,0.438,"From t he very first sentence, literally, of Dead Undead or Somewhere in Between, I liked Rhiannon Murphy.
Rhiannon Murphy is a bartender in a strip club, a mouthy chick and oh by the way, a necromancer."
3289,gr,gr_406,0.438,"I really liked Bethany and Cole and Amelia, even though she can be bratty sometimes.
Amelia is such a strong female lead and her story is so unique!"
3290,stance,stance_122,0.438,"In 2013 Clinton Foundation collected $140M and spent $9M on direct aid, in 2014 they raised $500M and spent $100M on direct aid!
@gerfingerpoken2 #hillary is most likely a felon many times over but has been protected by the political class."
3291,nmt_pp,nmt_pp_1,0.438,"* So, hey, hey this song is for us *
* Then don't give it up, that's what they're singing *"
3292,gr,gr_587,0.438,"His first eye-opening is when he meets Rayna.
Rayna is half demon and half hunter, beautiful, tough, and challenges everything that Chase has ever known."
3293,f_r,f_r_433,0.438,"Heading on up to South Park, gonna see if I can't unwind.
South Park"" belittles everything and it is merely humorous."
3294,f_r,f_r_340,0.438,"It originally meant ""disc jockey,"" but say ""dance jamster.
Are you certain that you posses a disc jockey license?"
3295,stance,stance_436,0.438,"Oh look!!! So not only are antichoice strongly against pregnant people's human rights, they're also homophobic. Shocker. (Not)
@nytimes Thanks to anti-choicers, women dealing with this may also face prosecution."
3296,snli,snli_586,0.438,"Two women in diaphanous pink skirts dancing.
Two women appear to sleep at a table in a diner."
3297,stance,stance_195,0.438,"It's what's best for business and presidential seat for #HillaryClinton
#HillaryInNH is like Adolph Hitler in a Synagogue. #tcot #uniteblue #ctot"
3298,w_pp,w_pp_31,0.438,"The first sharks looked very different from modern sharks .
But in early sharks , they were the same length ."
3299,stance,stance_365,0.438,"Anyone who is against @realDonaldTrump 4 president, has no clue of his success and the potential of greatness he can do 4 us.
People who judge Trump based on his looks and hair style yet call him a racist bigot might be #hypocrites"
3300,nmt_r,nmt_r_59,0.438,"Advokatni kancelar JUDr. Miluse Calabkova on the EDB map
S-servis bke, s.r.o. vybaveni strelnic on the EDB map"
3301,stance,stance_746,0.438,"We need someine to bring this country back to life! @realDonaldTrump resuscitate America!
@realDonaldTrump I don't care what @NASCAR says! I dont care what the liberals at @espn say.. Keep Speaking The TRUTH!!"
3302,f_r,f_r_263,0.438,"A jug of water over his head.
A whole ton of water."
3303,w_pp,w_pp_409,0.438,"In 2008 , Kuban was the most popular club of 1 division .
In 1963 the club was renamed Kuban and has been known by this name ever since ."
3304,snli,snli_167,0.433,"A girl is playing soccer with other girls in the background.
A person crossing the street with many others in the background."
3305,stance,stance_708,0.433,"Sorry, Hillary's new normal folk image doesn't take away from Behgnazi & her 0 foreign policy successes as Secretary of State.
#LoveWins on the day I get my Hillary gear! #Yaaas #Pride"
3306,stance,stance_349,0.433,"@tooprettyclub Are you OK with #GOP males telling you what you can and can't do with your own body?
If the fetus isn't inside you, than shut up love"
3307,stance,stance_17,0.433,"@HillaryClinton A Rainbow logo? Did u know only 4% of the US is gay? (2010 Census). #WhyImNotVotingForHillary
@johnpodesta @HillaryClinton awesome every true chef needs this.. Go Hillary"
3308,stance,stance_189,0.433,"@AnneJp1946 I have no problem with birth control but their you go with that free thing again. So your solution is murder good idea
@ghhshirley @WordfactoryQ @LeahNTorres Abortion Workers Charged with Manslaughter After Another Woman Dies From"
3309,gr,gr_296,0.433,"I loved the writing style and I also really liked the pace of this book.
Traitor to the Throne featured more political elements to it than the previous book."
3310,gr,gr_824,0.433,"But i think Layla is the one I am really looking for.
LAYLA The girl grew a spine people!"
3311,f_r,f_r_346,0.433,"A person asks questions so as to receive answers.
I regularly answer questions on Yahoo Answers."
3312,gr,gr_616,0.433,"I think this is the best Artemis since the eternity code.
I also didn't like that Artemis lied to Holly and got away with it."
3313,gr,gr_517,0.433,"I really enjoyed this book and how much we learned about the character's past.
i am angered by most of the scenes in the book."
3314,gr,gr_179,0.433,"This is a tale of the late 19th - early 20th century years, when stage shows were everywhere and stage magic was all the rage.
Brought to you by Staar84 Beware of spoilers In 1878, two young stage magicians clash in the dark during the course of a fraudulent seance."
3315,stance,stance_335,0.433,"Laughing at the Republican Party. The BEST they can offer is #DonaldTrump and #JebBush? #HillaryClinton has got this!
Let's bring prosperity to the line workers & to the kindergarten teachers!!!- @amyklobuchar #inspiredbyhillary"
3316,w_r,w_r_44,0.433,"It includes 500-600 species of mostly herbs , with some shrubs and trees , in 32 genera .
Most Heliantheae are herbs or shrubs , but there are some that grow to the size of small trees ."
3317,sts,sts_31,0.433,"Santorum's 3-year-old daughter hospitalized
'Kony 2012' director hospitalized"
3318,w_r,w_r_38,0.433,"In 1996 , Bruce Pavitt resigned from Sub Pop to raise a family .
The album cover was an attempt by Sub Pop to capitalize on Cornell 's image ."
3319,w_r,w_r_148,0.433,"Zone in Orlando , Florida .
It is in Zone 1 of the underground ."
3320,stance,stance_18,0.416,"Clearly @realDonaldTrump has very good finance people because his shocking racist comments proves he not an intelligent human!
I wonder if Trump is at the Mexico soccer game in Chicago? I hear he has a lot of supporters there"
3321,w_r,w_r_356,0.406,"Percy Sledge is an American R&B and soul performer .
Urban contemporary was developed through the characteristics of genres such as R&B and Soul ."
3322,gr,gr_570,0.406,"It was completely original, and an angel story told right.
From the beginning of the book, I was very captivating by the story."
3323,stance,stance_385,0.406,"My teacher today basically said that embroyo's are nothing but skin + blood & that abortion was fine. #smartlady
@LilaGraceRose defunding PP won't mean fewer abortions. It will mean more dead women."
3324,f_r,f_r_51,0.406,"i aint listenin to a guy trying to pick me up!
Dude, they are trying to pick someone up on the Internet!"
3325,gr,gr_774,0.406,"It was amazing to learn about all the Egyptian culture and stories.
I really enjoyed the Egyptian god connection."
3326,gr,gr_876,0.406,"Jamie has been drawn to Jeremy, but without much acknowledgement from Jeremy.
So Jamie and Jeremy start investigating."
3327,gr,gr_96,0.406,"Even with my qualms, I'm still looking forward to reading the next book.
Sophie is age appropriate for young adult books, but the language and writing style of this book is much more on an adult level."
3328,nmt_r,nmt_r_90,0.406,"where'd everyone go in the fog?
Tomorrow, a little fog at the beach."
3329,stance,stance_291,0.406,"GRATE TWO SEE @realDonaldTrump GET TUFF ON BOARDER CONTROL! HAS MY VOTE IN 2016! #TCOT #ILLEGALSSTOLEJOBS
@BillKristol GOP, Dems & Media are all scared of Trump. I am thoroughly enjoying the hand-wringing and hysterical name calling."
3330,stance,stance_130,0.406,"@HillaryClinton R U desperate or what? 3rd Hillary tweet on my timeline 2day. NOT gonna vote 4 U!
.@HillaryClinton The spatula seems appropriate, given that it can be used to easily flip positions if the heat gets to high."
3331,f_r,f_r_691,0.406,"I hae no problems with them.
My aunt married her boss without any problems!"
3332,stance,stance_444,0.406,"@ForQ2 I guess @realDonaldTrump really doesnt like or respect any politicians. .I respect him even more for that.
@realDonaldTrump I feel the train is gaining steam."
3333,sts,sts_52,0.406,"One thing you seem to be forgetting regarding myths, is they are extremely prevalent stories.
I noticed you said ""movie critics"" enjoy mythological references in a film, but do audiences?"
3334,stance,stance_445,0.406,"@HillaryClinton #freedom_justice_equality_education for innovation and development to make #happy_life i Utopia
Let's bring prosperity to the line workers & to the kindergarten teachers!!!- @amyklobuchar #inspiredbyhillary"
3335,gr,gr_75,0.406,"I'm so glad Toby and Tybalt finally got together.
Toby was somehow, for me at least, a lot more relatable in this book."
3336,w_pp,w_pp_338,0.406,"Ozai 's children , Azula and Zuko were alive and well .
His father , Fire lord Ozai , thinks that Zuko is useless ."
3337,snli,snli_519,0.406,"A woman in a bright pink skirt carrying a basket on her back, walking up a cobblestone path.
A man in a striped orange shirt pulls a cart heavily laden with colorful cleaning supplies up a cobblestone street."
3338,nmt_pp,nmt_pp_2,0.406,"The governess at the child, or the child at the governess?
the babysitter after the baby or the babysitter?"
3339,f_r,f_r_605,0.406,"I have seen just about every episode of CSI Las Vegas.
There is plenty of fear and loathing in Las Vegas."
3340,f_r,f_r_225,0.406,"I enjoy a lot from both David Bowie and Pink Floyd.
Pink Floyd, but can I put a vote in for the Ramones too?"
3341,f_r,f_r_220,0.406,"an ipod , you wouldn't have buy the cd to listen to a couple of songs
I am almost certain that you could buy their CD at Walmart."
3342,f_r,f_r_401,0.406,"the sound of a clocks tick over and over
The table makes a sound."
3343,gr,gr_340,0.406,"This leaves Anna barely functioning causing her to dislike vampires.
Speaking of her friends, Anna Cathy and Ty have great personalities."
3344,snli,snli_587,0.406,"A baseball player is about to catch the ball while a man watches.
A female tennis player on a blue court prepares to hit the ball."
3345,f_r,f_r_69,0.406,"Her hair was a different color when she came back into the store.
Her hair color fits her and she doesn't change it often."
3346,snli,snli_241,0.406,"An older woman watches a younger woman play with a child.
An elderly woman giving her daughter a hug."
3347,gr,gr_954,0.406,"It is a fate that no Jan Tep wants.
Those without become the Sha' Tep which are basically servants to the Jan Tep."
3348,f_r,f_r_612,0.406,"rock n roll all the way from the beatles to hawthorne hieghts all rock rocks
My husband found me on the radio station, Q106 Rock n Roll Dateline."
3349,snli,snli_295,0.406,"Two young mothers are visiting at the dining room table while keeping an eye on their youngsters.
Young brunette mother is sitting down, holding a baby who is chewing on a multicolored teething ring."
3350,w_r,w_r_454,0.406,"Under the ring name Test , Martin wrestled for the World Wrestling Federation from 1998 - 2004 , and 2006 - 2007 .
Most recently , he worked for Total Nonstop Action Wrestling under the ring name `` The Punisher '' Andrew Martin ."
3351,nmt_r,nmt_r_96,0.406,"where'd everyone go in the fog?
There were footsteps in the fog."
3352,stance,stance_136,0.406,"Thr r no rights w/o responsibilities. The rt 2 bodily autonomy comes w/ the responsibility 2 care 4 1's unborn child #ProLifeYouth
If being a mother's womb isn't safe I guess neither are churches; specifically black ones #WhoIsBurningBlackChurches"
3353,stance,stance_665,0.406,"Hey Megan--a baby's heart starts beating at 21 days after conception. No time is the right time to end its life!! #kellyfile
@AzzarelliJim Not so great for the women you want to force to give birth against their wills. #rapeculture"
3354,snli,snli_549,0.406,"A small child playing at the playground.
A small child opening up Christmas presents."
3355,gr,gr_57,0.406,"I can't wait to continue reading the series and find out what happens to the girls.
The first of Libba Bray's Gemma Doyle Trilogy, ""A Great and Terrible Beauty,"" is an interesting start to a series."
3356,w_r,w_r_470,0.406,"Cesena 's industry centers on agriculture , handicrafts , and tourism .
Agriculture and tourism are the pillars of the canton 's economy ."
3357,w_r,w_r_482,0.406,"The Romanesque style in England is more traditionally referred to as Norman architecture .
This style was heavily influenced by the Byzantine religious architecture with its use of large central domes ."
3358,f_r,f_r_26,0.406,"It is a significant event, especially with a shy girl.
Marriage is a significant event in a person's life."
3359,gr,gr_540,0.406,"Can't wait to see what is developing with the PsyLED team and specifically with Occam and his devoted protectiveness.
Nell's love interest, Occam, slowly makes a move, but is frustrated by Nell constantly being in danger."
3360,w_r,w_r_2,0.406,"The Governor of Shaanxi is the highest ranking official in the People 's Government of Shaanxi .
The Convent has been the official residence of the Governor of Gibraltar since 1728 ."
3361,stance,stance_84,0.406,"hey ""transparent"" @HillaryClinton so...who is ""Santa""? #LibHack #Pay2Play #Corruptocrat #tcot #Benghazi #VinceFoster #Monica
@akawhit1 ITS TIME TO ROPE OFF KILLARY @FoxNews DELETE HER OFF YOUR BALLOT SHE IS A CLONE OF SODOM INSANE OBAMMAD #WakeUpAmerica"
3362,sts,sts_94,0.406,"Syria opposition threatens to quit talks
Syria opposition agrees to talks"
3363,stance,stance_538,0.406,"I would be so embarrassed if @realDonaldTrump were my dad. My dad was #conservative #Marine but not stupid or unkind. #yuck
#greta Trump is absolutely on fire right now! He is a good man with a great family. He is the medicine this country needs!"
3364,f_r,f_r_541,0.406,"it is file sharing by the way.
use file sharing software like limewire and such"
3365,stance,stance_657,0.406,"@CNNPolitics @Eugene_Scott Careful Donald. Don't get carried away.
@realDonaldTrump You are the trump card of my heart."
3366,gr,gr_176,0.406,"He's to teach her how to control the horseman, but he finds she's branded with the Headless Horseman's mark.
He was one determined character and I liked how he handled the ending."
3367,gr,gr_573,0.406,"The Crusaders: horrible in many ways, justified in others.
Meda has sided with the Crusaders, but why won't they trust her?"
3368,stance,stance_359,0.406,"@HillaryClinton literally the greatest video I have ever seen.
My mom just told me she and my aunt want to volunteer on @HillaryClinton's campaign! I support it!"
3369,gr,gr_238,0.406,"A bit slower than I'd like but still very enjoyable, looking forward for 2nd book
Very few important characters bit the dust and there wasn't much in the way of gritty violence--something I can't help but enjoy."
3370,stance,stance_685,0.406,"I'm Fonald Frump and EVERYBODY THINKS YOU'RE AN IDIOT.forPresident
@sbrenn01 @marklevinshow What diversity? Conservatives are racist. I am one. I love Trump."
3371,stance,stance_628,0.406,"Le(a)nin left RT @uss_victory: @realDonaldTrump /#LongLiveLiberty; Better is a ""#Capitalist"" for President than a #Communist.
That Time Trump Spent Nearly $100000 On An Ad Criticizin US Foreign Policy In 1987 #america #DonaldJTrump #foreignpolicy"
3372,f_r,f_r_208,0.406,"We played a good joke yesterday, did we not?
It was some time after they played a joke upon you."
3373,snli,snli_20,0.406,"Two children standing in swimwear standing together in the sand.
Four children are playing together outside."
3374,w_r,w_r_398,0.406,"Prior to its dissolution , Air Kazakhstan was headquartered in Almaty .
Mesa Air Group , a regional airline group , is headquartered in Phoenix ."
3375,snli,snli_195,0.406,"two men look over cliff near the beach.
People are hanging out at a beach side cafe."
3376,stance,stance_294,0.406,"Donald Trump isn't afraid to roast everyone.
@AnnCoulter @realDonaldTrump The Media will try to discredit him. Democrats and GOP will attack him. America will Stand with him."
3377,stance,stance_612,0.406,"The #Obama Presidency: Has There Ever a Point in Time When He HASN'T Been Lying to #WeThePeople? RE: The ""Liar-in-Chief
Trump wasn't precise but he's no bigot. employs thousands. contributed millions to charity. And loves America.not corrupt.capable"
3378,stance,stance_360,0.406,"@AzzarelliJim Not so great for the women you want to force to give birth against their wills. #rapeculture
@mrprolife Complications come with all types of medical procedures, doesn't mean procedure itself should be banned. #DealWithIt"
3379,f_r,f_r_653,0.406,"He looked melancholic and walked quietly away.
So I smiled, then frowned again and walked away."
3380,w_r,w_r_42,0.406,"Calusa Indians founded the settlement and called it Manataca .
Erik the Red founded the first Nordic settlement in Greenland ."
3381,gr,gr_716,0.406,"The Goose Girl might be based on a fairy tale, but that isn't likely.
I loves me some retold fairy tales."
3382,gr,gr_605,0.406,"I wanted the kids to be more empowered, but it was more realistic (as far as a magic candy shop can be) this way.
A Candy Shop opens up in town, but it isn't a normal candy shop."
3383,snli,snli_595,0.406,"A boy jumps from the top of a blue plastic slide.
An opposing wrestler is jumping off the top ropes onto another wrestler."
3384,snli,snli_653,0.406,"an indian man in a white costume is talking to three women in colorful saris.
Three women wearing black vests and gray shirts are talking outside of a building."
3385,gr,gr_262,0.406,"The slowly growing feelings between Peter and Alice were a really nice touch.
Alice ends up being sent to Wonderland to collect an army."
3386,f_r,f_r_312,0.406,"the clitoris and nipples because they are the most sensitive
clitoris but before that nipples :p and before that, lips and neck, behind the ears..."
3387,stance,stance_199,0.406,"I wrote 'The Art of the Deal,' the number one best selling business book of all time, at least I think
@realDonaldTrump First sentence a must, but he'll NEVER be my President. #Truth will be revealed. He's an Indonesian citizen."
3388,stance,stance_739,0.406,"It's Monday night,do you know where your Hillary supporters are? In Rock Hill at our Amazing Phone bank! Come join!HillaryforSC
@DemocratGuide @Reuters bur #Hlllary just raised 45 million!"
3389,gr,gr_650,0.406,"But she had loved her more than Wendy expected.
Wendy has an incredible gang around her."
3390,w_r,w_r_100,0.406,"In contrast to it , the naginata blade is shorter , wider and more curved to the tip .
The angle tint tool has a slightly curved tip that is commonly used in printmaking ."
3391,stance,stance_721,0.406,"@HillaryClinton @WomenintheWorld we need to re-establish a #global system dominated by love and affection have #moral_humane RT
RT @hale_razor:#HillaryAccomplishments 1 of select few people fired 4 being 2 unethical 2 investigate Watergate"
3392,sts,sts_59,0.406,"Still, revenues from the extra premiums would not be huge.
How would the extra premiums be collected?"
3393,f_r,f_r_437,0.406,"I watch the Real World because I like that show!!!
Laguna Beach, Real World and Road Rules."
3394,gr,gr_7,0.406,"This is my favorite quote from the book and an excellent quote about love: ""This is what love is, I thought.
I just can't help but love two characters who enjoy aggravating each other - it may be my favorite dynamic to read."
3395,nmt_r,nmt_r_222,0.406,"They shall impose such penalties on a non-discriminatory basis.
In the future, I will impose the heaviest penalties."
3396,f_r,f_r_351,0.406,"go to dis site from ebay.
The site www.lyrics.com has the lyrics."
3397,stance,stance_143,0.406,"@JohnKerry @BALWANIKAPIL @HillaryClinton @StateDept @tomperriello I didn't realize #PayToPlayDiplomacy was such a big hit!
@philadper2014 @LouiseKatina Hillary's New Campaign slogan is: HILLARY - NOTHING TO HIDE BUT THE TRUTH! #tcot #WakeUpAmerica"
3398,stance,stance_308,0.406,"Are the same people who are red faced and frothing over abortion also against the death penalty? Just wondering... #deathpenalty
@LifeMattersJrnl Once again, whose body do you have a ""right"" to use w/out consent? Still waiting. #rapeculture"
3399,gr,gr_654,0.406,"This is # 3 in the Harper Connelly series.
I think that Harris's Harper Connelly books are better than her Sookie Stackhouse books, but I don't necessarily enjoy them as much."
3400,gr,gr_396,0.406,"This made me love Despina so much more than I did already.
I like Jalal and Despina, but neither of them has enough character development to really pull this off."
3401,stance,stance_140,0.406,"@realDonaldTrump U gonna take this? I hope not! Bullshit from #Univision #NBCUniversal and #Macys. ""Magic of Macy's"" my ass
Donald Trump has me ""L-ing my A O."" This dude is nuts I highly recommend watching the #CNN interview. He is entertaining."
3402,f_r,f_r_39,0.406,"Tell him to go to the local strip club.
I will probably hang out a a local club."
3403,snli,snli_584,0.406,"A mother and daughter pose in front of a waterfall.
A model poses for a photo shoot inside a luxurious setting."
3404,f_r,f_r_443,0.406,"Good film, by it on DVD when released!
i dont think its been released on dvd yet!"
3405,gr,gr_553,0.406,"okay, helicopter Khui, stop trying to run my life!
So, Liz calls her Khui a Cootie - which I have to say is adorable."
3406,w_pp,w_pp_301,0.406,"Khalid was received by his elder brother Walid bin Walid and was first among the three men to enter Islam .
Before the early years of Islam Islam Khalid bin Walid , corresponding to a soldier in his youth was notorious in pure Quraysh ."
3407,snli,snli_99,0.406,"A doctor in an office smiling at the camera.
A man walking underneath a bridge glances at the camera."
3408,stance,stance_69,0.406,"Canada's legal definition of ""human being"" is based on 17th century science. It's time for an update. #ProLifeYouth #cdnpoli
@StevenErtelt @GM_GXPfan My wife had an abortion when she was young She regrets it to this day"
3409,stance,stance_437,0.406,"Been slacking on my @realDonaldTrump retweets.. had some catching up to do .. #Trumpforpresident
@JebBush and @marcorubio cannot speak their minds b/c they are paid 2 keep things pc. @realDonaldTrump ANSWERS TO NO ONE!"
3410,stance,stance_352,0.406,"You know what's best for you You know what's best for your happiness You know what's best for your well being
When is abortion a responsible choice? When a woman chooses it to be"
3411,snli,snli_489,0.406,"A paramedic looks on at a firetruck.
a firetruck fights a fire."
3412,f_r,f_r_276,0.406,"It hurts because it's our fault.
Apologies, females, but this isn't our fault."
3413,snli,snli_606,0.406,"A man with a red and black shirt sells fish.
A male is standing in a river and fishing and is holding a net."
3414,gr,gr_53,0.406,"Aileana is a feisty redhead who burns with the thirst for revenge.
The two have a great friendship and Gavin is the only one who knows Aileana's secret, being a seer and able to see fae himself."
