,PairID,SentencePair
2439,nmt_pp_9,"[""It's a five-year lease, 50 grand a month... ....my name on it."", 'we have a mortgage, five more years... 50,000 a month.']"
2440,nmt_pp_90,"[""I've never really said... ...thank you for coming with me."", 'no one has ever told me...... thanks for going in with me.']"
2441,nmt_pp_91,"['A bit too distant for the short-range accuracy of the tranquilizer gun.', 'a little long way to a little precise stun gun.']"
2442,nmt_pp_92,"['They might have been discussing rune-bone games.', 'they could be talking about the game-bone game.']"
2443,nmt_pp_93,"['Two championships, three all-star wins, seven straight feature wins.', '2 championship, 3 All-Stars victory, 7 straight wins.']"
2444,nmt_pp_94,"['A dim lamp from the hallway cast a narrow light through the slit in the doorway.', 'a knot of faint light filtered through the clearing of the open door from the hallway.']"
2445,nmt_pp_95,"[""I have a cue light I could use when I'm joking, would you like?"", 'do you want me to use a controller if I joke?']"
2446,nmt_pp_96,"[""She's romantically linked with a rebellious, disenfranchised son of Texas."", ""he's dating a rebel, an election-free kid from Texas.""]"
2447,nmt_pp_97,"['I said, ""Okay, you two, take off.', 'fine, you two get out of here now,"" I told them.']"
2448,nmt_pp_98,"['Seeing you is gonna make your grandmother very happy.', 'grandma will be happy to see you.']"
2449,nmt_pp_99,"['All right, well, how do you feel about the Navy?', 'okay, so what are your feelings for the Navy?']"
2450,nmt_r_0,"['neither the Iranians nor Europe, nor America.', ""And he ain't into the grid, neither.""]"
2451,nmt_r_1,"['in the case of a negative answer to the second question:', 'If the answer to Question 1 is in the affirmative:']"
2452,nmt_r_10,"['the tape had a double-color, a combination of red and black, considerably faded.', 'Red tape is brutal at the Agency these days.']"
2453,nmt_r_100,"['Their land borders the Gath homeland.', 'Land of the weird, home of the strange.']"
2454,nmt_r_101,"[""it's the first summer day, and the weather has changed."", 'The fine weather never came that summer.']"
2455,nmt_r_102,"['You can take advantage of the standard mortgage loan.', 'It was against this background that the Mortgage Loan Scheme was introduced.']"
2456,nmt_r_103,"['making a balanced decision depends on knowledge.', ""The hard part isn't making the decision.""]"
2457,nmt_r_104,"['in the event of a negative answer to the previous question:', 'If the answer to Question 1 is in the affirmative:']"
2458,nmt_r_105,"['Anything to the east?"" the CO persisted.', 'King Sexred of the East Saxons.']"
2459,nmt_r_106,"['why would a truck with water?', 'Bring us the mattresses out of the truck.']"
2460,nmt_r_107,"['From earth to earth, ashes to ashes, dust to dust.', 'Universe to universe, ashes to ashes, dust to dust.']"
2461,nmt_r_108,"['The rescue truck is on its way.', 'Stick this cooler in the back of the truck.']"
2462,nmt_r_109,"['he writes an ""attack of the animal"" in the cause of death.', ""I was the cause of my parents' death.""]"
2463,nmt_r_11,"['nobody goes out and nobody goes in.', 'Yeah, nobody wins with Boardwalk.']"
2464,nmt_r_110,"['Unable to remove the file to be replaced.', ""Unable to process include names file '%s'.""]"
2465,nmt_r_111,"['secondly, eliminating the threat from the Ousters.', '- Terrorism remains a threat to the Union.']"
2466,nmt_r_112,"['Is this about teaching Pop some lesson?', 'it was a lesson that reads:']"
2467,nmt_r_113,"[""we're looking for you around town."", 'Town after town fell to him.']"
2468,nmt_r_114,"['Janovan remains Janovan and Florence remains a Florentine.', ""they'll be on the Florentine border before Florence wakes up.""]"
2469,nmt_r_115,"['now they need an answer to that question.', 'If the answer to that question is in the affirmative:']"
2470,nmt_r_116,"['the three wardens moved slowly and slowly down the hill.', 'A train moved slowly and with great steadiness up the incline from the station.']"
2471,nmt_r_117,"[""Everybody agrees you're in real trouble, Charles."", ""A girl's in trouble, and everybody suspects the ex-boyfriend.""]"
2472,nmt_r_118,"['And you like the way the french doors open out to the deck?', 'The radio station is having an open doors day.']"
2473,nmt_r_119,"[""Crew's en route to the prison now."", ""Meanwhile, the letter's still en route.""]"
2474,nmt_r_12,"[""they're about to break down that wall on Monday."", ""Boiler's on the other side of the wall.""]"
2475,nmt_r_120,"[""It's easy to kill but hard to save"", ""Isn't that bike hard to ride?""]"
2476,nmt_r_121,"['Duncan awkwardly raised his sword as a prisoner in handcuffs.', 'Blue fire crackled along the sword as he raised it.']"
2477,nmt_r_122,"['The heat felt worse than ever after being cold and dry for an hour.', 'The air was thick with heat and laced with the dry scent of the chaparral.']"
2478,nmt_r_123,"['the robber put a knife on my neck.', 'Feel her neck, the ridges in her neck.']"
2479,nmt_r_124,"['Location of the property of the legal person:', 'Like dominos, and each person affected affects the next,']"
2480,nmt_r_125,"['Silence fell on the hilltop like a palpable thing.', 'Here, quite understandably, silence fell under the lindens.']"
2481,nmt_r_126,"['The programme shall support action in, inter alia , the following areas:', 'Supporting Parliaments Worldwide: EC strategies and methodologies for action to support']"
2482,nmt_r_127,"['Control system of alarm handling and failure analyses', 'Many instances of control failure were identified by the Court.']"
2483,nmt_r_128,"['she caught the shelf and fell on her.', 'Town after town fell to him.']"
2484,nmt_r_129,"[""it's called kidnapping a movie star, you know?"", 'You justkidnapped a movie star, you got that?']"
2485,nmt_r_13,"['Brinddt, go instead of Farr to the machine gun.', 'The weapon was an Uzi machine gun.']"
2486,nmt_r_130,"[""Fine. Areyou coming to celebrate George Bond's birthdaywith us tonight?"", ""You're coming back, we got a big story tonight!""]"
2487,nmt_r_131,"[""it's not dark or even shadows."", ""But there's abnormal shadows on the clavicle.""]"
2488,nmt_r_132,"['indicate the method [33] of implementation.', 'Indicate the groups that the attendee belongs to']"
2489,nmt_r_133,"['nobody goes out and nobody goes in.', 'Nobody this prepared for anything of this wanted.']"
2490,nmt_r_134,"['there is still a need to improve the management of public finances.', 'Still, the economic downturn is weighing heavily on the Italian public finances.']"
2491,nmt_r_135,"[""if the weather improves, they'll pull them out and beat them."", ""then they'll be waiting for the heat to beat us.""]"
2492,nmt_r_136,"['The hospital corridors were like a maze.', ""It's the hospital volunteer banquet at the VFW.""]"
2493,nmt_r_137,"['The shop window was smashed from outside.', ""I'm taking the bunk next to the window.""]"
2494,nmt_r_138,"['unable to delete the icon view configuration.', 'The icon view encountered an error while starting up.']"
2495,nmt_r_139,"[""and now she's gone and Elsa's inside of her."", ""I've gone over every inch of her myself.""]"
2496,nmt_r_14,"['Everybody else in town is waving a patriot flag.', 'I warned everybody. I threw up the red flag.']"
2497,nmt_r_140,"['Nobody this prepared for anything of this wanted.', 'Yeah, nobody wins with Boardwalk.']"
2498,nmt_r_141,"['Schwarze, a professor, in cooperation with C. Dechamp, Rechtsanwalt, - H.', 'You and H and C are going to have to decide on that basis.']"
2499,nmt_r_142,"[""we've worked with my partner on a case."", 'I worked with the designer a little.']"
2500,nmt_r_143,"['If the first question is answered in the affirmative:', 'If the answer to Question 1 is in the affirmative:']"
2501,nmt_r_144,"[""I'm sorry about the quality of the pictures."", ""It's third or fourth generation from the quality.""]"
2502,nmt_r_145,"[""you're nice, but this isn't working."", 'Outside of working hours for next 8 hours']"
2503,nmt_r_146,"['in the event of a positive answer to the second question:', 'If the answer to Question 1 is in the affirmative:']"
2504,nmt_r_147,"['tables of contents; creating and updating updating; tables of contents', 'Resizes windows with a fast texture scale instead of updating contents']"
2505,nmt_r_148,"['those are the tunnels under the island.', 'Every woman on this island needs you.']"
2506,nmt_r_149,"['in patients taking AVANDIA or similar medicines, a new macular oedema may occur, or may result in an existing macular oedema.', 'New or worse cases of macular oedema have occurred on rare occasions in people taking Avaglim and similar medicines.']"
2507,nmt_r_15,"['the clothes, the shoes and everything.', 'Slap the clothes against a rock?']"
2508,nmt_r_150,"['The wagon lurched as one of the rear wheels hit a sunken rock.', 'Tire tracks like wagon wheels made two lines through the snow.']"
2509,nmt_r_151,"['the sun was on the front bench.', 'And after it rains, the sun comes out.']"
2510,nmt_r_152,"['this one person, the girl of my dreams.', 'Like dominos, and each person affected affects the next,']"
2511,nmt_r_153,"['You can start by taking a trip, a long trip.', 'Have thought of taking a short trip to the cottage.']"
2512,nmt_r_154,"['to get at the issues quickly and succinctly.', 'Quickly, my suckling, out of your clothes.']"
2513,nmt_r_155,"['The user will be shown an error message and an entry will be written to the event log.', 'Check the system event log for additional information on what might have caused this error.']"
2514,nmt_r_156,"['he fell out of the sky from the sky.', 'Town after town fell to him.']"
2515,nmt_r_157,"['that the aliens are a vulnerable nuclear bomb.', 'A nuclear bomb that fits neatly into a carry-on suitcase?']"
2516,nmt_r_158,"[""and only an hour before Connor's pickup."", 'For an hour or so. I asked around about Goldie.']"
2517,nmt_r_159,"[""next time, he'll invent another game."", 'Sixteen minutes remain in the game.']"
2518,nmt_r_16,"['A nuclear bomb that fits neatly into a carry-on suitcase?', ""We've got a nuclear bomb loose inside our borders, Hetty.""]"
2519,nmt_r_160,"['inspector Belhet called the office in Los Angeles.', 'The L.A. office got a callfrom Inspector Bethel here.']"
2520,nmt_r_161,"['but there are volunteer organizations-', ""It's the hospital volunteer banquet at the VFW.""]"
2521,nmt_r_162,"['From outside came the sound of more gunshots.', 'From behind her came a soft bumping sound.']"
2522,nmt_r_163,"['Dinner that night became a ritual.', 'How about dinner at my place tomorrow?']"
2523,nmt_r_164,"['My, the world changes so drastically, so quickly!', 'Quickly, my suckling, out of your clothes.']"
2524,nmt_r_165,"['the kids just came out with the teacher.', 'The teacher came and withdrew her statement.']"
2525,nmt_r_166,"[""you're a hero to my brother today."", ""Beyond this door, there's an arena for our hero.""]"
2526,nmt_r_167,"['the Court of Justice has already ruled out the claim of the damage suffered by the infringement of antitrust law.', 'First Secretary (EU law, Court of Justice, internal market, competition)']"
2527,nmt_r_168,"[""The summer of Adam Shipley's sabbatical from Andover."", 'Adam Shipley took a sabbatical in the summer.']"
2528,nmt_r_169,"[""Shelby's as old as my daughter?"", 'With the promise of reuniting her with her daughter.']"
2529,nmt_r_17,"['If Question 4 is answered in the affirmative:', 'If the answer to Question 1 is in the affirmative:']"
2530,nmt_r_170,"['indicate the method [8] of implementation.', 'Outside of working hours for next 8 hours']"
2531,nmt_r_171,"['His neck was broken in the crash.', 'Feel her neck, the ridges in her neck.']"
2532,nmt_r_172,"['the countries catching up: Slovenia, Hungary, Portugal, Czech Republic, Lithuania, Latvia, Greece, Cyprus and Malta;', 'these countries are the following: Finland, Lithuania, Latvia, Malta, Poland, Portugal, Romania and the United Kingdom.']"
2533,nmt_r_173,"['the responsible enforcement authorities remain responsible for any sanctions or prosecution.', 'Moreover, enforcement of the rules would be simpler for the national authorities.']"
2534,nmt_r_174,"['S-servis bke, s.r.o. vybaveni strelnic on the EDB map', 'Advokatni kancelar JUDr. Miluse Calabkova on the EDB map']"
2535,nmt_r_175,"['Is that a Star of David bikini top?', ""That's a sparkly star of David you've got.""]"
2536,nmt_r_176,"['it takes at least an hour.', 'For an hour or so. I asked around about Goldie.']"
2537,nmt_r_177,"['the Colombian military base Batallon Kartagena.', 'even on a military base, they have less.']"
2538,nmt_r_178,"[""It's up to the general of the army to save the republic."", ""Take care of the flashlight, it's from the army.""]"
2539,nmt_r_179,"['the drone strike wounded the American.', 'Anything about this strike you as odd?']"
2540,nmt_r_18,"['he looks me straight in the eye and calls me his ex-wife.', 'and then he held my hand and looked me straight in the eye.']"
2541,nmt_r_180,"[""by the hour, they'll forget all that."", 'For an hour or so. I asked around about Goldie.']"
2542,nmt_r_181,"['exports of sugar produced over the quota framework were not covered by export refunds.', 'C quota sugar was not eligible for the price support mechanism or for the export refund mechanism.']"
2543,nmt_r_182,"['it is rarely treated as flagrant cases such as this one.', ""I've treated thousands of cases, and I've not lost a single patient.""]"
2544,nmt_r_183,"[""link to the program's Web page URL"", 'The rating was obtained from the Web page.']"
2545,nmt_r_184,"[""on the right side he saw Reacher's vague, dark outline of buildings."", 'He must have been pulled to the dark side of Energico.']"
2546,nmt_r_185,"['Following the N212/Ingenieur Enschedeweg in a southern direction until the N198/Geestdorp.', 'that UFO traced the direction, heading for the Southern Atlantic.']"
2547,nmt_r_186,"[""we're not supposed to start till two hours."", ""Not till you dance like you're supposed to!""]"
2548,nmt_r_187,"['Stealing a baby from its mother... herjoy of giving birth.', 'The first mother to give birth... raising her child toward heaven.']"
2549,nmt_r_188,"['Choose a component load balancing solution', ""Can't load the Guide Loader Plug-in Component.""]"
2550,nmt_r_189,"['Spicules of snow tapped softly on the window.', 'Outside the window, the snow was coming down heavily.']"
2551,nmt_r_19,"['The truck turns and runs for the exit.', 'Stick this cooler in the back of the truck.']"
2552,nmt_r_190,"['a gate began to open in front of the coach.', 'After removing the padlock, she pushed the gate open.']"
2553,nmt_r_191,"['the Enterprise continued to fly as a derelict wreck, its entire crew being hijacked!', ""If there is trouble, I'll scrap the entire enterprise.""]"
2554,nmt_r_192,"['Maybe an inch and a half by a quarter inch?', 'Bring it in a quarter of an inch on the left.']"
2555,nmt_r_193,"['the darkness pushed open his eyes like a damp floss.', 'After removing the padlock, she pushed the gate open.']"
2556,nmt_r_194,"['the full moon is likely to remain underground.', 'They goes and dances up in the mountains every full moon.']"
2557,nmt_r_195,"['Specific provisions on the treatment of particular territorial features', 'This standard does not establish any specific transitional provisions.']"
2558,nmt_r_196,"['somewhere in the corner lies and sleeps.', 'Around the corner at the coffee shop on Dauphine.']"
2559,nmt_r_197,"['the sight of the fire cheered their hearts.', 'Upon the horizon appeared an incredible sight.']"
2560,nmt_r_198,"['The Midlands under the rule of law and justice.', '- draw up a framework law on concessions.']"
2561,nmt_r_199,"['S-servis bke, s.r.o. vybaveni strelnic on the EDB map', 'Slezska univerzita v Opave on the EDB map']"
2562,nmt_r_2,"[""a cop doesn't need an English."", ""His mum's English, his dad's a Spaniard.""]"
2563,nmt_r_20,"['the Pentagon was familiar with the situation.', ""to their situation in Asia. So it's particularly difficult""]"
2564,nmt_r_200,"[""he woke Priller's phone from a drunken sleep."", 'It was the phone that woke me up at quarter past noon.']"
2565,nmt_r_201,"[""Perhaps he's in love with her, since her death"", 'This is about the cover-up of an accidental death.']"
2566,nmt_r_202,"['Remember the mother, avenge the father.', 'Leaving behind a huge debt for my mother.']"
2567,nmt_r_203,"['There were footsteps in the corridor outside.', ""She's in the corridor to the dining room.""]"
2568,nmt_r_204,"['this is an assault weapon.', 'And for the assault: ""Break up the demonstration"".']"
2569,nmt_r_205,"['Stop saying other schools do an hour.', ""listen, we'll stop in Morskena in half an hour.""]"
2570,nmt_r_206,"['she had a headache before the sun.', 'And after it rains, the sun comes out.']"
2571,nmt_r_207,"[""I'm taking some water to the prisoner."", 'to taking the life of Conor Greenleaf.']"
2572,nmt_r_208,"['Universe to universe, ashes to ashes, dust to dust.', 'From earth to earth, ashes to ashes, dust to dust.']"
2573,nmt_r_209,"[""it's the same as in the English Pizza Hut."", ""His mum's English, his dad's a Spaniard.""]"
2574,nmt_r_21,"['The child in whose veins flows the blood of William Turner?', 'Whose shirt is this, all stained with blood?.']"
2575,nmt_r_210,"['A dim lamp from the hallway cast a narrow light through the slit in the doorway.', 'Walked upstairs, turned off the basement light, locked the door out to the hallway.']"
2576,nmt_r_211,"['the fight quickly moved beyond the palace.', 'Quickly, my suckling, out of your clothes.']"
2577,nmt_r_212,"['snow was falling behind the window.', ""I'm taking the bunk next to the window.""]"
2578,nmt_r_213,"['soon the rains will come, heavy, thick, and blinding.', 'we expect great clouds and heavy rains at night.']"
2579,nmt_r_214,"['Schwarze, a professor, in cooperation with C. Dechamp, Rechtsanwalt, - H.', ""you'll have to choose with H and C yourself.""]"
2580,nmt_r_215,"['Partly upheld the opposition Decision of the Board of Appeal:', 'Rejected the opposition in its entirety Decision of the Board of Appeal:']"
2581,nmt_r_216,"['Following the N212/Ingenieur Enschedeweg in a southern direction until the N198/Geestdorp.', 'Following the Tuurluur in a southern direction going into the Papekopperdijk.']"
2582,nmt_r_217,"['Advokatni kancelar JUDr. Miluse Calabkova on the EDB map', 'Notarsky urad Strnad Jiri,JUDr. on the EDB map']"
2583,nmt_r_218,"[""she's gone out on the devil herself."", ""I've gone over every inch of her myself.""]"
2584,nmt_r_219,"['the earth belongs to us as heaven', 'Indicate the groups that the attendee belongs to']"
2585,nmt_r_22,"['the Authority shall adopt the budget of the Office.', 'the Budget Office approves the subsidy in support of the EPA.']"
2586,nmt_r_220,"['a message with a black ribbon of how thrilling.', 'The ribbon was a faded two-tone, red over black.']"
2587,nmt_r_221,"[""Surfactant/cleansing/foaming TIPA-LAURYL SULFATE Decyl hydrogen sulphate, compound with 1,1',1''-nitrilotripropan-2-ol Emulsifying/surfactant/cleansing/foaming TIPA-STEARATE Stearic acid, compound with 1,1',1''-nitrilotri(propan-2-ol) (1:1)"", ""Antistatic/surfactant/cleansing/foaming TEA-LAURYL ETHER 2,2'-[[2-(dodecyloxy)ethyl]imino]bisethanol Antistatic TEA-LAURYL SULFATE Tris(2-hydroxyethyl)ammonium dodecylsulphate Emulsifying/surfactant/cleansing/foaming TEA-MYRISTAMINOPROPIONATE N-tetradecyl-.beta.-alanine, compound with 2,2',2''-nitrilotriethanol (1:1)""]"
2588,nmt_r_222,"['They shall impose such penalties on a non-discriminatory basis.', 'In the future, I will impose the heaviest penalties.']"
2589,nmt_r_223,"['Dr. Hammerfield flushed with indignation and anger.', 'Without replying, his face flushed with anger, Miguel stalked out.']"
2590,nmt_r_224,"['there is still a need to improve the management of public finances.', 'There is a need to foster and improve communication to the public.']"
2591,nmt_r_225,"['this evening, one cruise around the island.', 'Every woman on this island needs you.']"
2592,nmt_r_226,"['yeah, but the fire moved forward.', 'The proprietor moved it to the counter.']"
2593,nmt_r_227,"['Las Vegas cleanses guys like me from sin.', 'For guys like me,Las Vegas washes away your sins.']"
2594,nmt_r_228,"[""I'm pitchingthis at Fox in half an hour."", 'Which means what, half an hour?']"
2595,nmt_r_229,"['her golden brown eyes, however, caught her eye.', ""Movement among the rocks had caught the sergeant's eye.""]"
2596,nmt_r_23,"[""I'll sing for dinner every year."", ""You'll sing better that way.""]"
2597,nmt_r_230,"['neither the Iranians nor Europe, nor America.', 'This is neither the time nor the place.']"
2598,nmt_r_231,"['since other solutions would not enable the objectives pursued, the best legal instrument is the Regulation.', 'As regards the legislative form of the instrument, a Regulation appears as the most appropriate taking into account both the problems and objectives identified.']"
2599,nmt_r_232,"['a broken face and neck were filled with a bright red blush.', 'A bright dawn is about to mark this lost and broken world.']"
2600,nmt_r_233,"['the hospital is full of radioactivity.', ""It's the hospital volunteer banquet at the VFW.""]"
2601,nmt_r_234,"['if the chest is touched, the red flag will be lifted.', 'he lifted his nose out of his chest when he hit the street.']"
2602,nmt_r_235,"['And you like the way the french doors open out to the deck?', 'Ahead, the armored doors were open to the harbor.']"
2603,nmt_r_236,"['Otherwise, there was no change in the normal routine.', 'normal things no one wants to change.']"
2604,nmt_r_237,"[""it's called kidnapping a movie star, you know?"", ""my girl doesn't play the movie star.""]"
2605,nmt_r_238,"['She called out quietly as the smell grew stronger.', 'With each new shield contact, the smell of ozone grew stronger.']"
2606,nmt_r_239,"['Adults Tritherapy Refer to the SmPC for boceprevir.', 'Refer to the dabrafenib SmPC for further information.']"
2607,nmt_r_24,"['How could that letter find its way to the Office of Inspector General?', 'The L.A. office got a callfrom Inspector Bethel here.']"
2608,nmt_r_240,"['The hero of Mboto Gorge, mad?', ""Beyond this door, there's an arena for our hero.""]"
2609,nmt_r_241,"['The sun dipped below the western ridges.', 'And after it rains, the sun comes out.']"
2610,nmt_r_242,"['The bird flu crisis hit the weakened company hard.', 'Lady Death hit her gate pretty hard.']"
2611,nmt_r_243,"['A month, a little longer.', ""I'd like to finish out the month.""]"
2612,nmt_r_244,"[""It's a hard fall down these steps."", ""Isn't that bike hard to ride?""]"
2613,nmt_r_245,"['A strap across her belly monitored the contractions.', 'So, is that a monitored or a recorded system?']"
2614,nmt_r_246,"['Slezska univerzita v Opave on the EDB map', 'S-servis bke, s.r.o. vybaveni strelnic on the EDB map']"
2615,nmt_r_247,"['And you like the way the french doors open out to the deck?', 'Because the doors open to constituents in an hour.']"
2616,nmt_r_248,"[""I'm making the film for the scene."", 'Making the Youth Guarantee a reality']"
2617,nmt_r_249,"['uniformed policemen writhed in the hands of the machine gun.', 'The weapon was an Uzi machine gun.']"
2618,nmt_r_25,"[""It's been over an hour and no word from Travis."", 'For an hour or so. I asked around about Goldie.']"
2619,nmt_r_250,"[""with the unfolding story, the Abbot's smile faded."", 'The name of the story is ""The All-American Smile.']"
2620,nmt_r_251,"['the temperature dropped, as well as the temperature of my heart.', 'The temperature dropped two or three degrees.']"
2621,nmt_r_252,"['Its rider was the Lord of the Nozdrub.', 'The Lord shouldought to look after the dead.']"
2622,nmt_r_253,"['according to this variety, ""Miel de Corse"" / ""Mele di Corsica"" may vary with aroma, aroma and taste.', 'depending on the difference in botanical origin, it is characterised by a variety of smells, aroma, taste and colour.']"
2623,nmt_r_254,"['now they need an answer to that question.', 'If the answer to Question 1 is in the affirmative:']"
2624,nmt_r_255,"[""I'm taking a little break with Mystic Falls."", 'break into the night when the city falls asleep.']"
2625,nmt_r_256,"[""a memory of my mother, for my father's vengeance."", 'Leaving behind a huge debt for my mother.']"
2626,nmt_r_257,"['ask your mother for forgiveness.', 'Leaving behind a huge debt for my mother.']"
2627,nmt_r_258,"['Down the hall on the left.', ""The shower's down the hall.""]"
2628,nmt_r_259,"['Leave this for the cops to analyze.', 'The cops chased her through that door.']"
2629,nmt_r_26,"['Her fingers could fall off. Her toes could fall off.', 'Great, hooked claws curled from its fingers and toes.']"
2630,nmt_r_260,"['somewhere in the corner lies and sleeps.', 'The Forest of Fangorn lies on our doorstep.']"
2631,nmt_r_261,"['The French will host a formal dinner at their embassy for the President.', ""We'll have dinner at our favorite French restaurant, OK?""]"
2632,nmt_r_262,"['Sources of uncertainties shall be identified and reduced as far as practicable.', 'Nevertheless, a systematic structure for the notes is retained as far as practicable.']"
2633,nmt_r_263,"['Sooner or later they believed that I should come back to my rooms.', 'You might wanna make friends with him sooner than later.']"
2634,nmt_r_264,"[""the current school can't answer that question."", 'If the answer to that question is in the affirmative:']"
2635,nmt_r_265,"[""updating the phone's software and applications from the phone"", ""if you want to phone, there's phones.""]"
2636,nmt_r_266,"['You can take advantage of the standard mortgage loan.', 'In addition, the following lending commitment will apply to the mortgage loan book:']"
2637,nmt_r_267,"['indicate the method [18] of implementation.', 'Indicate the groups that the attendee belongs to']"
2638,nmt_r_268,"['[25] Germany, Estonia, Spain, France, Italy, the Netherlands, Finland and the United Kingdom.', 'the export bans declared by the United Kingdom, Italy and Spain are applicable.']"
2639,nmt_r_269,"['the army screwed up the sun.', 'By orders of The Commander of the Army!']"
2640,nmt_r_27,"['The saintly Earl denied the Popish Plot.', ""It's high treason to deny the popish plot.""]"
2641,nmt_r_270,"[""The Ingeles's out for an hour yet."", 'an hour before the others.']"
2642,nmt_r_271,"[""he's a tribal leader of the lbs, Captain."", 'Captain, this man is the lbo tribal leader.']"
2643,nmt_r_272,"['in the event of a positive answer to the question 1:', 'If the answer to Question 1 is in the affirmative:']"
2644,nmt_r_273,"[""Mr. Welsh isn't qualified to answer that question."", 'If the answer to Question 1 is in the affirmative:']"
2645,nmt_r_274,"['in the event of a negative answer to the first question:', 'If the answer to Question 1 is in the affirmative:']"
2646,nmt_r_275,"['In accordance with of Rule 204a of the Rules of Procedure, the abovementioned position is corrected as follows:', 'in accordance with Article 17 (1) of the Rules of Procedure, he shall adopt the order of his predecessor in that hierarchy.']"
2647,nmt_r_276,"['in the event of a negative answer to the first question:', 'If the answer to that question is in the affirmative:']"
2648,nmt_r_277,"['I made a huge mistake letting you go.', ""by the way, that's a huge mistake on fake blood.""]"
2649,nmt_r_278,"['an iron grate whispered inside them.', 'The preparation, the... the endurance, iron weights.']"
2650,nmt_r_279,"[""So who's talking about taking anybody off?"", 'to taking the life of Conor Greenleaf.']"
2651,nmt_r_28,"['all the elevators went down quickly.', 'Quickly, my suckling, out of your clothes.']"
2652,nmt_r_280,"['by the way, something weird happened.', 'Land of the weird, home of the strange.']"
2653,nmt_r_281,"['a hero rose from that chaos.', 'For through the chaos a moment appeared.']"
2654,nmt_r_282,"['With the death of Pollux,Tyndareus had no heir.', 'This is about a cover-up of an accidental death.']"
2655,nmt_r_283,"['But Chris could not speak yet.', 'You mean to speak to that thing?']"
2656,nmt_r_284,"['your master will answer that question.', 'If the answer to Question 1 is in the affirmative:']"
2657,nmt_r_285,"['Isee Ben Quadinaros from the TundSystem.', 'Ben, no one chooses their nickname.']"
2658,nmt_r_286,"['the Dean had finally returned his sketchy memories of the previous night.', 'only memories of previous joyous days seemed alive.']"
2659,nmt_r_287,"['A slug burned across the side of her neck.', 'Feel her neck, the ridges in her neck.']"
2660,nmt_r_288,"['and a private hospital, a pharmaceutical company.', ""It's the hospital volunteer banquet at the VFW.""]"
2661,nmt_r_289,"['Pictures of him alone at a bunch of Eastern Seaboard tourist locations. Got a Linkedln account, and he tweets pictures of his food.', 'she owns photos in several eastern coastal tourist areas, an account on Linkedln, tweeting pictures of her meal.']"
2662,nmt_r_29,"['The Agency consulted with its stakeholders on a number of issues during 2004.', 'Stakeholders have been consulted on this draft.']"
2663,nmt_r_290,"['Advokatni kancelar JUDr. Miluse Calabkova on the EDB map', 'Slezska univerzita v Opave on the EDB map']"
2664,nmt_r_291,"['the Pentagon was familiar with the situation.', ""the Pentagon denies the ship's existence.""]"
2665,nmt_r_292,"['Configuration of the channels. Drag icon to update.', ""Unable to update the interface's configuration at this time.""]"
2666,nmt_r_293,"[""Fisher's voice comes down from the corridor."", 'And after it rains, the sun comes out.']"
2667,nmt_r_294,"['Luckily, the sprinklers put out the fire pretty fast.', 'Things are gonna move pretty fast from here on.']"
2668,nmt_r_295,"[""Unable to update the interface's configuration at this time."", 'Configuration of the channels. Drag icon to update.']"
2669,nmt_r_296,"[""we're working on the male police."", 'Outside of working hours for next 8 hours']"
2670,nmt_r_297,"['A number of issues were raised by stakeholders.', 'The Agency consulted with its stakeholders on a number of issues during 2004.']"
2671,nmt_r_298,"[""It's not constitutionally required that a lawyer be present!"", 'You need to have a lawyer present in the room.']"
2672,nmt_r_299,"['(a) outlays on infrastructure; (b) outlays on research and development;', 'Function: AEOI Vice President for Research & Development.']"
2673,nmt_r_3,"['Nobody gets hit on the head by a cop.', 'He gets a whiff of a cop, he disappears.']"
2674,nmt_r_30,"[""The world's smallest violin, playin' just for the waitresses."", ""World's smallest violin, and it's playing just for you.""]"
2675,nmt_r_31,"['Like the nurse before him, the youth blanched.', 'Making the Youth Guarantee a reality']"
2676,nmt_r_32,"[""it's the first summer day, and the weather has changed."", ""this summer, nice weather didn't come at all.""]"
2677,nmt_r_33,"[""Areyou coming to celebrate George Bond's birthdaywith us tonight?"", ""You're coming back, we got a big story tonight!""]"
2678,nmt_r_34,"['That makes you both damn easy to dispose of.', 'Makes it very easy to end up alone.']"
2679,nmt_r_35,"[""Mr. Welsh isn't qualified to answer that question."", 'If the answer to that question is in the affirmative:']"
2680,nmt_r_36,"['A family moved in this house after that event...', 'The proprietor moved it to the counter.']"
2681,nmt_r_37,"['And that joe cocker song comes on?', 'Go over the song selection with Bob.']"
2682,nmt_r_38,"[""He's just down the hall."", ""The bathroom's down the hall and to the left.""]"
2683,nmt_r_39,"[""as the murder weapon, he had served Uzi's self-fire weapon."", 'We got a murder weapon with your prints on it.']"
2684,nmt_r_4,"['A nun goes to the gynaecologist with a hamster...', 'Okay, baggage goes in the rear.']"
2685,nmt_r_40,"['the king is coming to visit a duke or something.', ""Oh, it's just some Duke or other who's visiting the King.""]"
2686,nmt_r_41,"['Everybody else in town is waving a patriot flag.', 'Everybody knows where everybody Else stands because of me.']"
2687,nmt_r_42,"['name anything that belongs to me.', 'Indicate the groups that the attendee belongs to']"
2688,nmt_r_43,"['making a balanced decision depends on knowledge.', 'it was a very difficult decision making.']"
2689,nmt_r_44,"[""The shower's down the hall."", 'Down the hall on the left.']"
2690,nmt_r_45,"['interested parties see the initiative for project bonds.', 'No other viable methods were identified by the interested parties.']"
