,SentencePair,PairID,SubsetID,SourceID
2646,"['In accordance with of Rule 204a of the Rules of Procedure, the abovementioned position is corrected as follows:', 'in accordance with Article 17 (1) of the Rules of Procedure, he shall adopt the order of his predecessor in that hierarchy.']",ParaNMT_r_275,ParaNMT_r,ParaNMT
2647,"['in the event of a negative answer to the first question:', 'If the answer to that question is in the affirmative:']",ParaNMT_r_276,ParaNMT_r,ParaNMT
2648,"['I made a huge mistake letting you go.', ""by the way, that's a huge mistake on fake blood.""]",ParaNMT_r_277,ParaNMT_r,ParaNMT
2649,"['an iron grate whispered inside them.', 'The preparation, the... the endurance, iron weights.']",ParaNMT_r_278,ParaNMT_r,ParaNMT
2650,"[""So who's talking about taking anybody off?"", 'to taking the life of Conor Greenleaf.']",ParaNMT_r_279,ParaNMT_r,ParaNMT
2651,"['all the elevators went down quickly.', 'Quickly, my suckling, out of your clothes.']",ParaNMT_r_28,ParaNMT_r,ParaNMT
2652,"['by the way, something weird happened.', 'Land of the weird, home of the strange.']",ParaNMT_r_280,ParaNMT_r,ParaNMT
2653,"['a hero rose from that chaos.', 'For through the chaos a moment appeared.']",ParaNMT_r_281,ParaNMT_r,ParaNMT
2654,"['With the death of Pollux,Tyndareus had no heir.', 'This is about a cover-up of an accidental death.']",ParaNMT_r_282,ParaNMT_r,ParaNMT
2655,"['But Chris could not speak yet.', 'You mean to speak to that thing?']",ParaNMT_r_283,ParaNMT_r,ParaNMT
2656,"['your master will answer that question.', 'If the answer to Question 1 is in the affirmative:']",ParaNMT_r_284,ParaNMT_r,ParaNMT
2657,"['Isee Ben Quadinaros from the TundSystem.', 'Ben, no one chooses their nickname.']",ParaNMT_r_285,ParaNMT_r,ParaNMT
2658,"['the Dean had finally returned his sketchy memories of the previous night.', 'only memories of previous joyous days seemed alive.']",ParaNMT_r_286,ParaNMT_r,ParaNMT
2659,"['A slug burned across the side of her neck.', 'Feel her neck, the ridges in her neck.']",ParaNMT_r_287,ParaNMT_r,ParaNMT
2660,"['and a private hospital, a pharmaceutical company.', ""It's the hospital volunteer banquet at the VFW.""]",ParaNMT_r_288,ParaNMT_r,ParaNMT
2661,"['Pictures of him alone at a bunch of Eastern Seaboard tourist locations. Got a Linkedln account, and he tweets pictures of his food.', 'she owns photos in several eastern coastal tourist areas, an account on Linkedln, tweeting pictures of her meal.']",ParaNMT_r_289,ParaNMT_r,ParaNMT
2662,"['The Agency consulted with its stakeholders on a number of issues during 2004.', 'Stakeholders have been consulted on this draft.']",ParaNMT_r_29,ParaNMT_r,ParaNMT
2663,"['Advokatni kancelar JUDr. Miluse Calabkova on the EDB map', 'Slezska univerzita v Opave on the EDB map']",ParaNMT_r_290,ParaNMT_r,ParaNMT
2664,"['the Pentagon was familiar with the situation.', ""the Pentagon denies the ship's existence.""]",ParaNMT_r_291,ParaNMT_r,ParaNMT
2665,"['Configuration of the channels. Drag icon to update.', ""Unable to update the interface's configuration at this time.""]",ParaNMT_r_292,ParaNMT_r,ParaNMT
2666,"[""Fisher's voice comes down from the corridor."", 'And after it rains, the sun comes out.']",ParaNMT_r_293,ParaNMT_r,ParaNMT
2667,"['Luckily, the sprinklers put out the fire pretty fast.', 'Things are gonna move pretty fast from here on.']",ParaNMT_r_294,ParaNMT_r,ParaNMT
2668,"[""Unable to update the interface's configuration at this time."", 'Configuration of the channels. Drag icon to update.']",ParaNMT_r_295,ParaNMT_r,ParaNMT
2669,"[""we're working on the male police."", 'Outside of working hours for next 8 hours']",ParaNMT_r_296,ParaNMT_r,ParaNMT
2670,"['A number of issues were raised by stakeholders.', 'The Agency consulted with its stakeholders on a number of issues during 2004.']",ParaNMT_r_297,ParaNMT_r,ParaNMT
2671,"[""It's not constitutionally required that a lawyer be present!"", 'You need to have a lawyer present in the room.']",ParaNMT_r_298,ParaNMT_r,ParaNMT
2672,"['(a) outlays on infrastructure; (b) outlays on research and development;', 'Function: AEOI Vice President for Research & Development.']",ParaNMT_r_299,ParaNMT_r,ParaNMT
2673,"['Nobody gets hit on the head by a cop.', 'He gets a whiff of a cop, he disappears.']",ParaNMT_r_3,ParaNMT_r,ParaNMT
2674,"[""The world's smallest violin, playin' just for the waitresses."", ""World's smallest violin, and it's playing just for you.""]",ParaNMT_r_30,ParaNMT_r,ParaNMT
2675,"['Like the nurse before him, the youth blanched.', 'Making the Youth Guarantee a reality']",ParaNMT_r_31,ParaNMT_r,ParaNMT
2676,"[""it's the first summer day, and the weather has changed."", ""this summer, nice weather didn't come at all.""]",ParaNMT_r_32,ParaNMT_r,ParaNMT
2677,"[""Areyou coming to celebrate George Bond's birthdaywith us tonight?"", ""You're coming back, we got a big story tonight!""]",ParaNMT_r_33,ParaNMT_r,ParaNMT
2678,"['That makes you both damn easy to dispose of.', 'Makes it very easy to end up alone.']",ParaNMT_r_34,ParaNMT_r,ParaNMT
2679,"[""Mr. Welsh isn't qualified to answer that question."", 'If the answer to that question is in the affirmative:']",ParaNMT_r_35,ParaNMT_r,ParaNMT
2680,"['A family moved in this house after that event...', 'The proprietor moved it to the counter.']",ParaNMT_r_36,ParaNMT_r,ParaNMT
2681,"['And that joe cocker song comes on?', 'Go over the song selection with Bob.']",ParaNMT_r_37,ParaNMT_r,ParaNMT
2682,"[""He's just down the hall."", ""The bathroom's down the hall and to the left.""]",ParaNMT_r_38,ParaNMT_r,ParaNMT
2683,"[""as the murder weapon, he had served Uzi's self-fire weapon."", 'We got a murder weapon with your prints on it.']",ParaNMT_r_39,ParaNMT_r,ParaNMT
2684,"['A nun goes to the gynaecologist with a hamster...', 'Okay, baggage goes in the rear.']",ParaNMT_r_4,ParaNMT_r,ParaNMT
2685,"['the king is coming to visit a duke or something.', ""Oh, it's just some Duke or other who's visiting the King.""]",ParaNMT_r_40,ParaNMT_r,ParaNMT
2686,"['Everybody else in town is waving a patriot flag.', 'Everybody knows where everybody Else stands because of me.']",ParaNMT_r_41,ParaNMT_r,ParaNMT
2687,"['name anything that belongs to me.', 'Indicate the groups that the attendee belongs to']",ParaNMT_r_42,ParaNMT_r,ParaNMT
2688,"['making a balanced decision depends on knowledge.', 'it was a very difficult decision making.']",ParaNMT_r_43,ParaNMT_r,ParaNMT
2689,"[""The shower's down the hall."", 'Down the hall on the left.']",ParaNMT_r_44,ParaNMT_r,ParaNMT
2690,"['interested parties see the initiative for project bonds.', 'No other viable methods were identified by the interested parties.']",ParaNMT_r_45,ParaNMT_r,ParaNMT
2691,"['the level of the game was disappointing.', 'Sixteen minutes remain in the game.']",ParaNMT_r_46,ParaNMT_r,ParaNMT
2692,"['Double-click on a name in the Contacts area to quickly start a new e-mail message.', 'When you heard this message, quickly give me a call.']",ParaNMT_r_47,ParaNMT_r,ParaNMT
2693,"[""I'll face the next warrior tonight after sunset."", 'by sunset tonight, Qualinest will be on fire.']",ParaNMT_r_48,ParaNMT_r,ParaNMT
2694,"['Technicians stood about the walls, hatani, tanunin and kosanin.', 'men-knights, mercenaries, and townspeople stood on the walls of Old Town.']",ParaNMT_r_49,ParaNMT_r,ParaNMT
2695,"['the fight quickly moved beyond the palace.', 'The proprietor moved it to the counter.']",ParaNMT_r_5,ParaNMT_r,ParaNMT
2696,"['indicate the method [8] of implementation.', 'Indicate the groups that the attendee belongs to']",ParaNMT_r_50,ParaNMT_r,ParaNMT
2697,"['you asked him for breakfast?', 'For an hour or so. I asked around about Goldie.']",ParaNMT_r_51,ParaNMT_r,ParaNMT
2698,"['by looking at his youth, the crowd cheered.', 'Making the Youth Guarantee a reality']",ParaNMT_r_52,ParaNMT_r,ParaNMT
2699,"['analysis of the acionens effectiitet og produitet 3.4.4.', 'it is an actionernes effectiitet og produitet 3.9.4.']",ParaNMT_r_53,ParaNMT_r,ParaNMT
2700,"['you have a nice town.', 'Town after town fell to him.']",ParaNMT_r_54,ParaNMT_r,ParaNMT
2701,"['[_ IsDlgTextStyle] Installing the [ProductName] Setup system to install [ProductName].', 'To install Windows XP on this partition, Setup must reformat it.']",ParaNMT_r_55,ParaNMT_r,ParaNMT
2702,"['there is still a need to improve the management of public finances.', 'It is essential to guarantee sustainable public finances.']",ParaNMT_r_56,ParaNMT_r,ParaNMT
2703,"['several Member States and their regions meet in every stage of the implementation of the initiative.', 'There was strong opposition to the intelligence initiative from several key governments.']",ParaNMT_r_57,ParaNMT_r,ParaNMT
2704,"[""They'll chopper out a surgeon within the hour."", ""I'll have planes in the air within the hour.""]",ParaNMT_r_58,ParaNMT_r,ParaNMT
2705,"['Advokatni kancelar JUDr. Miluse Calabkova on the EDB map', 'S-servis bke, s.r.o. vybaveni strelnic on the EDB map']",ParaNMT_r_59,ParaNMT_r,ParaNMT
2706,"['no, the Salafis threaten to punish non-believers.', ""The slave's right to punish his persecutors.""]",ParaNMT_r_6,ParaNMT_r,ParaNMT
2707,"['Rather to his surprise, Rajasinghe felt a mild sense of disappointment.', 'sensing a great adventure, he felt a great sense of unknowns.']",ParaNMT_r_60,ParaNMT_r,ParaNMT
2708,"[""Unable to update the interface's configuration at this time."", 'update the channel configuration. Update the icon.']",ParaNMT_r_61,ParaNMT_r,ParaNMT
2709,"['the Authority shall adopt the budget of the Office.', 'the Management Board shall adopt the budget.']",ParaNMT_r_62,ParaNMT_r,ParaNMT
2710,"['Making the current complementary scheme permanent needs a legal basis.', 'Fixed areas shall be included in the system on a permanent basis.']",ParaNMT_r_63,ParaNMT_r,ParaNMT
2711,"[""In this rare footage, everyone's favourite war hero, Captain America..."", 'The glorious Captain that you have seen on photos. The biggest hero of the Fatherland.']",ParaNMT_r_64,ParaNMT_r,ParaNMT
2712,"['The child in whose veins flows the blood of William Turner?', 'Veins run with the blood of eternity."" There it is.']",ParaNMT_r_65,ParaNMT_r,ParaNMT
2713,"['A reciprocity clause for these provisions will be included in the Agreement.', 'the scope of the framework agreement provides for its provisions 2, point 1:']",ParaNMT_r_66,ParaNMT_r,ParaNMT
2714,"['Solutions remain unchanged throughout the duration of the test.', 'Therefore the Directive should remain in that aspect unchanged.']",ParaNMT_r_67,ParaNMT_r,ParaNMT
2715,"['Hey, me and my girlfriend are at the bar.', ""Hey, it's my girlfriend. That was seriously uncool.""]",ParaNMT_r_68,ParaNMT_r,ParaNMT
2716,"['what happens to the starlight near the sun?', 'And after it rains, the sun comes out.']",ParaNMT_r_69,ParaNMT_r,ParaNMT
2717,"['analysis of the acionens effectiitet og produitet 3.4.4.', 'analysis of apropos effectiitet og produitet 3.8.4.']",ParaNMT_r_7,ParaNMT_r,ParaNMT
2718,"['the teachers simply came up with another game.', 'Sixteen minutes remain in the game.']",ParaNMT_r_70,ParaNMT_r,ParaNMT
2719,"['Unable to register the Attribute Memory resource.', 'Unable to expand an attribute with Object value']",ParaNMT_r_71,ParaNMT_r,ParaNMT
2720,"['after lunch they will be before the dinner croissants from the French club.', ""We'll have dinner at our favorite French restaurant, OK?""]",ParaNMT_r_72,ParaNMT_r,ParaNMT
2721,"[""it's the first summer day, and the weather has changed."", 'The important thing was simply that the weather had changed.']",ParaNMT_r_73,ParaNMT_r,ParaNMT
2722,"['I lost the Hero of the West.', ""Beyond this door, there's an arena for our hero.""]",ParaNMT_r_74,ParaNMT_r,ParaNMT
2723,"[""it's hard to determine because of the damage to the explosion."", 'The explosion had done no visible damage.)']",ParaNMT_r_75,ParaNMT_r,ParaNMT
2724,"[""you're taking a sweater in a shop."", 'to taking the life of Conor Greenleaf.']",ParaNMT_r_76,ParaNMT_r,ParaNMT
2725,"['Nobody fires a weapon inside the temple.', 'Nobody this prepared for anything of this wanted.']",ParaNMT_r_77,ParaNMT_r,ParaNMT
2726,"['In managing NGOs, the Chinese government is torn by conflicting goals.', 'neither the Chinese government nor the exporting producers mentioned any legal basis.']",ParaNMT_r_78,ParaNMT_r,ParaNMT
2727,"[""it's hard to judge the closest."", 'A female, to judge by the clothing.']",ParaNMT_r_79,ParaNMT_r,ParaNMT
2728,"['the server is a SOCKSv5 proxy server.', 'caching proxy server for Debian archive files']",ParaNMT_r_8,ParaNMT_r,ParaNMT
2729,"['Bring us the mattresses out of the truck.', 'Stick this cooler in the back of the truck.']",ParaNMT_r_80,ParaNMT_r,ParaNMT
2730,"['Right, bit of a strange one this.', 'Land of the weird, home of the strange.']",ParaNMT_r_81,ParaNMT_r,ParaNMT
2731,"['the folder containing the images sequences.', 'Clearly the images kind of get that across.']",ParaNMT_r_82,ParaNMT_r,ParaNMT
2732,"['Eating junk food, talking about our feelings.', ""What's with all the baking and the junk food?""]",ParaNMT_r_83,ParaNMT_r,ParaNMT
2733,"['The heroes saving the agony of death.', 'This is about the cover-up of an accidental death.']",ParaNMT_r_84,ParaNMT_r,ParaNMT
2734,"[""it's neither warm nor cold."", 'Neither their feet nor their faces.']",ParaNMT_r_85,ParaNMT_r,ParaNMT
2735,"['the applicant appealed against the contested order to the contested order on 11 March 2007.', 'The contested decision does not set out the allegations made against the applicant.']",ParaNMT_r_86,ParaNMT_r,ParaNMT
2736,"['the heat of the trees penetrated the warmth of the sun.', 'The summer sun caused a heat shimmer over the ocean.']",ParaNMT_r_87,ParaNMT_r,ParaNMT
2737,"['You must bring up the children.', 'Bring us the mattresses out of the truck.']",ParaNMT_r_88,ParaNMT_r,ParaNMT
2738,"[""By Magellan's Pass, by the tip of South America."", 'Is this your first visit to South America?']",ParaNMT_r_89,ParaNMT_r,ParaNMT
2739,"[""the current school can't answer that question."", 'If the answer to Question 1 is in the affirmative:']",ParaNMT_r_9,ParaNMT_r,ParaNMT
2740,"[""where'd everyone go in the fog?"", 'Tomorrow, a little fog at the beach.']",ParaNMT_r_90,ParaNMT_r,ParaNMT
2741,"['the door of the dining room was wide open.', 'With a gasp, Fara jerked the door wide open.']",ParaNMT_r_91,ParaNMT_r,ParaNMT
2742,"['a human life is the greatest sin.', ""Disobedience is a woman's greatest sin.""]",ParaNMT_r_92,ParaNMT_r,ParaNMT
2743,"['the Japanese heard from Hirohihita on radio surrender.', 'Surrender reached the Japanese in a broadcast by Hirohito.']",ParaNMT_r_93,ParaNMT_r,ParaNMT
2744,"['they all want a merry Christmas for the Georgia plant.', ""He'd have been so pleased with just a 'Merry Christmas'.""]",ParaNMT_r_94,ParaNMT_r,ParaNMT
2745,"['three, no?"" The soldier turned to his companion.', ""He's turned his dream into a plan.""]",ParaNMT_r_95,ParaNMT_r,ParaNMT
2746,"[""where'd everyone go in the fog?"", 'There were footsteps in the fog.']",ParaNMT_r_96,ParaNMT_r,ParaNMT
2747,"['my teacher taught me this method.', 'The teacher came and withdrew her statement.']",ParaNMT_r_97,ParaNMT_r,ParaNMT
2748,"[""Chaos reigns after the King's death."", 'This is about the cover-up of an accidental death.']",ParaNMT_r_98,ParaNMT_r,ParaNMT
2749,"['an iron grate whispered inside them.', 'A cold breeze whispered into the room.']",ParaNMT_r_99,ParaNMT_r,ParaNMT
2750,"['five ballerinas dancing and jumping in the air at the same time.', 'Eight people jumping up at the same time in a wooded setting by a river.']",SNLI_0,SNLI,SNLI
2751,"['Men converse as two men are in a bucket lift.', 'There is no food at home and waiting for my son.']",SNLI_1,SNLI,SNLI
2752,"['A man balancing a green ball on a pole for a crowd on the street.', 'A male soccer player kicks the soccer ball with his right foot.']",SNLI_10,SNLI,SNLI
2753,"['A man with dark hair and a brown jacket frowns as he stands in the snow.', ""A man in a brown suit jacket is standing beside the ship's helm.""]",SNLI_100,SNLI,SNLI
2754,"['A man and two women in a public market.', 'A group of people at an outdoor fruit market']",SNLI_101,SNLI,SNLI
2755,"['Two women watching over a herd of goats in a rural setting.', 'A bunch of women stand in a crowded room taking pictures and standing around.']",SNLI_102,SNLI,SNLI
2756,"['A small black dog playing with a ball in the grass.', 'Two children are playing with a soccer ball on grass.']",SNLI_103,SNLI,SNLI
2757,"['Two people row a boat.', ""A cat bites a human's nose.""]",SNLI_104,SNLI,SNLI
2758,"['A man is holding an umbrella.', 'Today is a great day for an umbrella.']",SNLI_105,SNLI,SNLI
2759,"['A person sits with their back against a white wall with a tan dog.', 'A mother sits against a shabby wall, nursing her baby with a bottle of milk.']",SNLI_106,SNLI,SNLI
2760,"['A man in black is taking a jump on a snowboard.', 'A snowboard rider jumping high on his snowboard in the snow.']",SNLI_107,SNLI,SNLI
2761,"['A little girl in a very pretty strawberry shortcake t-shirt.', 'Little boy in SpiderMan t-shirt standing on staircase.']",SNLI_108,SNLI,SNLI
2762,"['Numerous amounts of buildings surrounding tourists.', 'A man and a woman pose for the camera with pursed lips.']",SNLI_109,SNLI,SNLI
2763,"['This appears to be a Muslim woman with her legs in a hole.', 'A man examining what appears to be food in a kitchen.']",SNLI_11,SNLI,SNLI
2764,"['A man jogging on the sidewalk while listening to music.', 'A class of students are seating on the lawn listening to music.']",SNLI_110,SNLI,SNLI
2765,"['A child in a blue sweater holds a pen in his mouth.', 'Small child in green sweater with plant in mouth.']",SNLI_111,SNLI,SNLI
2766,"['Dog jumps to catch a Frisbee while people watch.', 'A man playing ultimate frisbee makes a diving catch.']",SNLI_112,SNLI,SNLI
2767,"['A construction worker in an orange vest walks.', 'Several construction workers are looking at an escalator']",SNLI_113,SNLI,SNLI
2768,"['two blonds are staring off into the distance.', 'A blond baby reaching for a bowl of cookie dough.']",SNLI_114,SNLI,SNLI
2769,"['A young girl in a playground is pulling the string on a pink yo-yo.', 'A man is in a large field pulling on a string that is attached to a hot air balloon.']",SNLI_115,SNLI,SNLI
2770,"['A woman in a black cap and outfit sits in the sand.', 'A brown dog plays in the sand near a man in a green cap.']",SNLI_116,SNLI,SNLI
2771,"['Two young children working together to operate a bicycle.', 'Scene of two children sitting amongst the contents of a produce stand.']",SNLI_117,SNLI,SNLI
2772,"['An elderly Asian woman is holding an object in her hands.', 'Two older Asian women smile and eat together.']",SNLI_118,SNLI,SNLI
2773,"['A man in a denim jacket playing the piano in the street.', 'A man in a red and black jacket playing a saxophone.']",SNLI_119,SNLI,SNLI
2774,"['Man with shirt hair and blue tie holding baby.', 'Four kids are climbing on a fake black bear.']",SNLI_12,SNLI,SNLI
2775,"['A woman in a purple shirt carries three full shopping bags.', 'A group of various people stand outside of a store called ""Central Market.']",SNLI_120,SNLI,SNLI
2776,"['A skateboarder is doing a trick on a wooden step beside a white building.', 'A daschund with an open mouth appears to bark at a bubble making machine in the grass.']",SNLI_121,SNLI,SNLI
2777,"['A boy playing in water with a football.', 'A crane lifts into the air above the water.']",SNLI_122,SNLI,SNLI
2778,"['A man in a group of protesters yelling into a microphone.', 'people are protesting with whistles and megaphones.']",SNLI_123,SNLI,SNLI
2779,"['A girl stands on two thin logs and photographs buffalo across a river.', 'A brown and white corgi trailing a leash chasing sheep.']",SNLI_124,SNLI,SNLI
2780,"['a man holding an umbrella in the snow.', ""A cat bites a human's nose.""]",SNLI_125,SNLI,SNLI
2781,"['A lady jumping on a trampoline with rolling mountains in the background.', 'The dog carries a stick and jumps over a log in the woods.']",SNLI_126,SNLI,SNLI
2782,"['A young child in a stroller wearing a green jacket.', 'a blond child is sleeping in a stroller.']",SNLI_127,SNLI,SNLI
2783,"['A young girl wearing a pink shirt walks through an open door.', 'A toddler is opening the oven door of a pink play kitchen set.']",SNLI_128,SNLI,SNLI
2784,"['a tennis player hits the ball.', 'A kid sitting on a soccer ball at the park.']",SNLI_129,SNLI,SNLI
2785,"['Three young boys are jumping and playing in the hay.', 'Three farmers stacking bails of hay on a truck.']",SNLI_13,SNLI,SNLI
2786,"['Many video cameras are set up in front of a concrete wall.', 'Boy riding a donkey talking to another boy standing by an adobe wall.']",SNLI_130,SNLI,SNLI
2787,"['A male and female watching something interesting.', 'A female fire dancer spinning flames.']",SNLI_131,SNLI,SNLI
2788,"['A line is beginning to form at The Cheap Tab Shop.', 'A group of natives are gathered at a native shop.']",SNLI_132,SNLI,SNLI
2789,"['A woman watches a machine that transports balls.', 'A man in a woman within a house happily socializing.']",SNLI_133,SNLI,SNLI
2790,"['Three dogs play by a lake.', 'Three people sitting down at a small table.']",SNLI_134,SNLI,SNLI
2791,"['A man walking down the pier scratching his back with a boat sailing in the background as the sun sets over the water.', 'A huge cruise liner covers the horizon from a beach with beautiful clear water.']",SNLI_135,SNLI,SNLI
2792,"['A young child leaning forward asleep in a stroller with a butterfly on their head.', 'A child with a stroller walking in front of red and cream buildings.']",SNLI_136,SNLI,SNLI
2793,"['Boy in black swim trunks playing in spray of water.', 'A little girl is getting splashed by water.']",SNLI_137,SNLI,SNLI
2794,"['Old car driving down the road.', 'Two old women enjoying at a gathering.']",SNLI_138,SNLI,SNLI
2795,"['A busy street with pedestrians passing in front of a Starbucks Coffee location.', 'A dirt biker pushes his motorcycle up a rock while another rider watches.']",SNLI_139,SNLI,SNLI
2796,"[""A crying child is tugging at an adult's shirt."", 'An adult watches a child somersault into the pool while another child looks on.']",SNLI_14,SNLI,SNLI
2797,"[""A woman holds a fork to a man's throat sitting at a table with her."", ""A young man takes a closeup picture of a building's red window exterior.""]",SNLI_140,SNLI,SNLI
2798,"['A man and woman relaxing in a beautiful, scenic country.', 'Beautiful scene of a building in shadow with birds flying and a colorful sunset in the background.']",SNLI_141,SNLI,SNLI
2799,"['A group of people are eating together.', 'Two friends are eating at a cafe.']",SNLI_142,SNLI,SNLI
2800,"['The dog, all belly, leaps in the air to catch a large ball.', 'A person in red leaping from a ledge trying to touch the suspended red ball.']",SNLI_143,SNLI,SNLI
2801,"['Two persons are wearing rescue or safety gear.', 'A garbage collector dressed in a yellow safety vest rides on the back of a garbage truck.']",SNLI_144,SNLI,SNLI
2802,"['A man in a performance plays guitar.', 'a boy performs a stunt on a BMX bike.']",SNLI_145,SNLI,SNLI
2803,"['A woman in a blue sweater has headphones in her ears.', 'An older woman in a kimono is listening to something with headphones.']",SNLI_146,SNLI,SNLI
2804,"['A black man with long braids standing in front of a street booth.', 'A surfer just about to catch a long smooth wave on an orange surfboard.']",SNLI_147,SNLI,SNLI
2805,"['Two basketball players play in a game.', 'Group of participants walk behind float in Asian parade.']",SNLI_148,SNLI,SNLI
2806,"['Three friends have fun bicycling.', 'Three dogs playing in a yard together.']",SNLI_149,SNLI,SNLI
2807,"['An asian woman and man are trying to cut a fish so it can be cooked.', 'a guy, with a lot of drinks in front of him, trying to be brave, what ever he is trying to do.']",SNLI_15,SNLI,SNLI
2808,"['A black dog is chasing a punctured ball in the snow.', 'A Woman and a man are having a conversation in the doorway.']",SNLI_150,SNLI,SNLI
2809,"[""Man spraying water into boxer's mouth."", 'A little girl is getting splashed by water.']",SNLI_151,SNLI,SNLI
2810,"['Two crew workers in orange and yellow safety gear are holding a long, thick road that runs over the edge of a structure.', 'Two construction workers in orange vests and helmets surrounded by yellow warning tape are working on mixing paint or concrete.']",SNLI_152,SNLI,SNLI
2811,"['Sonic employees talking about work.', 'Two adults talking after class.']",SNLI_153,SNLI,SNLI
2812,"['A gray shaggy dog running', 'Two old women enjoying at a gathering.']",SNLI_154,SNLI,SNLI
2813,"['a small blond girl in a pink shirt standing by a duck.', 'A little blond boy and a young woman in jeans walk through a plaza.']",SNLI_155,SNLI,SNLI
2814,"['Children are having fun playing in the water and on shore at the beach.', 'A shirtless guy with blue shorts and a surfboard walking towards the beach water.']",SNLI_156,SNLI,SNLI
2815,"['A man lounges in a wooden basin of water while eating a fruit.', 'Two dogs are running towards the water through brown grass.']",SNLI_157,SNLI,SNLI
2816,"['A blue restaurant that sits in the water.', 'A crane lifts into the air above the water.']",SNLI_158,SNLI,SNLI
2817,"['His eyes filled with joyous expectation, a skier prepares for a jump.', 'Two teammates observe where a soccer ball landed in a soccer game.']",SNLI_159,SNLI,SNLI
2818,"['The child is well bundled as he walks in the snow.', 'A small child getting a taste of dessert mix.']",SNLI_16,SNLI,SNLI
2819,"['Numbered participants race past a man dressed as a cartoonish green dinosaur.', 'A number of people ascending a zig-zag ramp with bright blue railings.']",SNLI_160,SNLI,SNLI
2820,"['A man holds his hands over his mouth in a swimming pool.', 'A snowboarder loses his balance and dives into the snow head first.']",SNLI_161,SNLI,SNLI
2821,"['He crossed the road with the cart.', 'Pedestrians and bikers crossing a busy street']",SNLI_162,SNLI,SNLI
2822,"['A man is surfing on a white surfboard with his hands upraised.', 'A man surfing on a white surfboard wearing specialized clothing.']",SNLI_163,SNLI,SNLI
2823,"['A band, including a keyboard player, guitarist, and drummer, perform on a stage illuminated by pink lights.', 'A male vocalist and his accompanying guitarist wearing white pants are performing on stage.']",SNLI_164,SNLI,SNLI
2824,"['Women and men walk down the sidewalk together.', 'Two women are eating food together.']",SNLI_165,SNLI,SNLI
2825,"['Men at a rodeo try to tame a bull.', 'A rodeo rider takes a tumble as a bull rampages.']",SNLI_166,SNLI,SNLI
2826,"['A girl is playing soccer with other girls in the background.', 'A person crossing the street with many others in the background.']",SNLI_167,SNLI,SNLI
2827,"['People gather outdoors near a field with a soccer net.', 'A group of people in costume gather outdoors on Halloween.']",SNLI_168,SNLI,SNLI
2828,"['A girl in a pink shirt on a carnival ride with a huge stuffed animal.', 'A tractor loaded with parts is moving across a barren area outside.']",SNLI_169,SNLI,SNLI
2829,"['A little girl is walking down a path lined with large trees.', 'Two people with backpacks hike up a rocky dirt path next to a conifer tree.']",SNLI_17,SNLI,SNLI
2830,"['Three girls performing a routine on stage.', 'Three musicians perform on their guitars while singing.']",SNLI_170,SNLI,SNLI
2831,"['A man with a black shirt and microphone performs a demonstration at an event.', 'Blond female sings into a microphone while her dancers perform behind her.']",SNLI_171,SNLI,SNLI
2832,"['A girl in black pouring a drink into a bright red cup.', 'A male is standing in a river and fishing and is holding a net.']",SNLI_172,SNLI,SNLI
2833,"['Three young musician in a band performing by female singing and two males playing guitars.', 'A band made up of a guitarist, bass guitarist, drummer, and female vocalist performs at a well lit venue.']",SNLI_173,SNLI,SNLI
2834,"['A Dog lying on a blanket at the end of a small boat.', 'A man under an umbrella is taking pictures in the snow.']",SNLI_174,SNLI,SNLI
2835,"['A woman with neon headphones writes in a notebook.', 'A girl sitting at a desk writing in a notebook.']",SNLI_175,SNLI,SNLI
2836,"['A singer is jumping up in the air while a drummer plays behind her.', 'A black and white dog jumping out of the water and a brown dog shaking off.']",SNLI_176,SNLI,SNLI
2837,"['The white poodle dog is coming out of a blue tent.', 'A young boy is falling off a sheared sheep as a cowboy rushes to help.']",SNLI_177,SNLI,SNLI
2838,"['A woman wearing a bright yellow jacket and hat stands on a busy street while others walk by.', 'A boy wearing a yellow jacket is pouring something from a red pot into a orange tube while other children look on.']",SNLI_178,SNLI,SNLI
2839,"['A woman standing in front of a mirror as her friend fastens her necklace from behind.', 'A little girl is standing inside of a hoop that is suspended with orange cords.']",SNLI_179,SNLI,SNLI
2840,"['A woman dressed in dark colors pushing someone in a wheelchair.', 'A young boy pushes a large man in a wheelchair.']",SNLI_18,SNLI,SNLI
2841,"['a young person with short dark hair is playing a piano', 'A dark-haired boy in a brown jacket is playing on a shiny piano.']",SNLI_180,SNLI,SNLI
2842,"['A person is sitting under a purple umbrella on the beach.', 'Two people on a beach sitting underneath a colorful umbrella.']",SNLI_181,SNLI,SNLI
2843,"['A smiling young man in a brown shirt sitting up in the branches of a tree.', 'Pairs of people are kayaking down a peaceful river surrounded by large trees and bushed.']",SNLI_182,SNLI,SNLI
2844,"['A young boy, wearing suspenders and a red flannel shirt, hits a piece of metal on an anvil.', 'A guy with a long blue dress like clothing piece with blue socks and sandals on walking into a concrete building.']",SNLI_183,SNLI,SNLI
2845,"['People skiing down a slope.', 'A skier goes down a slope.']",SNLI_184,SNLI,SNLI
2846,"['3 women are sitting down posing for a picture.', 'Old man poses for picture in front of construction site.']",SNLI_185,SNLI,SNLI
2847,"['A man sits behind a music stand playing the guitar while people perform in the background.', 'Colorfully dressed female dancers are performing on stage with a background of stars.']",SNLI_186,SNLI,SNLI
